CustomerID,Gender,InvoiceDate,InvoiceNumber,ProductID,Quantity,Price,Total,OrderStatus,Country,TrafficSource,SessionDuration,DeviceCategory,Device,OS,DeliveryRating,ProductRating,Sales
1709,Female,2/05/2020,59676692,6,1,8.07,8.07,Completed,Vietnam,Organic Search,7.07,Computer,Desktop,Windows,5,3,8.07
1712,Male,2/06/2020,62842902,18,3,1.97,5.91,Completed,Japan,Paid Advertisment,0.09,Computer,Desktop,Windows,4,5,5.91
9627,Male,2/06/2020,25895875,98,1,85.04,85.04,In Process,Brazil,Social Media,5.26,Mobile,Smart Phone,Android,0,0,0
3000,Male,2/06/2020,93606699,56,3,87.34,262.02,Cancelled,India,Organic Search,7.96,Computer,Desktop,Windows,0,0,0
8061,Male,2/06/2020,65301787,65,3,38.95,116.85,Completed,Turkey,Organic Search,5.28,Computer,Desktop,Linux,4,2,116.85
1367,Male,2/07/2020,83733642,1,3,81.91,245.73,Completed,Canada,Paid Advertisment,2.52,Computer,Laptop,Windows,5,5,245.73
8602,Male,2/07/2020,16677610,66,1,56.01,56.01,Completed,Japan,Organic Search,7.88,Computer,Laptop,Linux,5,4,56.01
6286,Male,2/07/2020,74390571,3,2,97.19,194.38,Completed,China,Organic Search,8.66,Computer,Laptop,Windows,5,5,194.38
3114,Male,2/08/2020,83443626,84,2,32.88,65.76,Completed,Saudi Arabia,Organic Search,0.41,Computer,Desktop,Linux,4,5,65.76
9708,Female,2/09/2020,51384708,42,3,74.77,224.31,Cancelled,United States,Organic Search,7.87,Computer,Laptop,Windows,0,0,0
4550,Female,2/10/2020,25536737,63,2,57.12,114.24,Completed,United Kingdom,Social Media,8.18,Mobile,Smart Phone,Windows,5,5,114.24
2243,Male,2/10/2020,88450964,36,2,48.16,96.32,In Process,United States,Organic Search,5.45,Computer,Laptop,Windows,0,0,0
7878,Male,2/10/2020,81629631,97,3,56.74,170.22,Completed,United States,Social Media,1.32,Computer,Laptop,Linux,4,4,170.22
4968,Male,2/11/2020,92307469,6,1,8.07,8.07,In Process,Italy,Social Media,7.58,Computer,Laptop,Windows,0,0,0
1393,Female,2/12/2020,95554002,33,3,28.56,85.68,Cancelled,Australia,Paid Advertisment,7.78,Computer,Desktop,Windows,0,0,0
4804,Female,2/13/2020,24806480,63,2,57.12,114.24,Completed,United States,Organic Search,7.96,Computer,Desktop,Windows,5,5,114.24
8697,Female,2/13/2020,28062163,38,1,26.03,26.03,In Process,United Kingdom,Organic Search,8.87,Mobile,Smart Phone,Windows,0,0,0
7024,Male,2/13/2020,68125873,4,1,32.43,32.43,In Process,China,Paid Advertisment,0.14,Computer,Laptop,Windows,0,0,0
2022,Female,2/14/2020,98334800,64,3,35.23,105.69,Completed,Spain,Social Media,4.9,Mobile,Tablet,Android,5,4,105.69
4851,Female,2/14/2020,59651413,93,2,67.46,134.92,In Process,Germany,Social Media,4.14,Computer,Laptop,Windows,0,0,0
9375,Female,2/15/2020,58312516,82,3,5.82,17.46,Completed,India,Organic Search,4.19,Computer,Desktop,Windows,3,3,17.46
2285,Male,2/15/2020,28777531,85,3,68.31,204.93,In Process,Australia,Paid Advertisment,9.17,Computer,Desktop,Windows,0,0,0
7294,Male,2/16/2020,58634094,33,1,28.56,28.56,Completed,China,Organic Search,4.96,Computer,Desktop,Windows,2,4,28.56
6779,Male,2/17/2020,30216152,43,1,30.66,30.66,In Process,Mexico,Paid Advertisment,9.58,Computer,Desktop,Windows,0,0,0
6855,Female,2/18/2020,36159420,95,2,50.48,100.96,Completed,Russia,Organic Search,6.95,Computer,Laptop,Windows,4,5,100.96
3650,Male,2/18/2020,55909918,12,3,86.11,258.33,Returned,Japan,Social Media,9.21,Computer,Laptop,Windows,0,0,0
5314,Male,2/19/2020,64473432,80,3,77.64,232.92,Completed,France,Organic Search,6.78,Computer,Laptop,Windows,5,5,232.92
7597,Male,2/19/2020,46237948,51,1,50.59,50.59,In Process,Belgium,Social Media,3.71,Computer,Laptop,Windows,0,0,0
8675,Male,2/19/2020,45222917,71,2,57.53,115.06,Returned,Mexico,Paid Advertisment,2.54,Computer,Desktop,Windows,0,0,0
9238,Male,2/20/2020,60590595,73,1,30.57,30.57,Completed,Netherlands,Social Media,1.17,Mobile,Smart Phone,Android,5,5,30.57
8724,Female,2/20/2020,70274484,91,2,67.48,134.96,Completed,Russia,Paid Advertisment,9.59,Computer,Desktop,Mac,5,5,134.96
9460,Male,2/20/2020,11682558,84,1,32.88,32.88,Cancelled,Italy,Organic Search,3.39,Computer,Desktop,Windows,0,0,0
5868,Male,2/20/2020,77233335,81,3,52.96,158.88,Completed,China,Social Media,9.88,Computer,Laptop,Windows,4,4,158.88
3105,Male,2/21/2020,51197958,36,3,48.16,144.48,In Process,Indonesia,Organic Search,1.77,Computer,Desktop,Windows,0,0,0
8031,Female,2/22/2020,24232386,46,1,9.88,9.88,In Process,Switzerland,Organic Search,4.1,Computer,Desktop,Windows,0,0,0
6588,Male,2/22/2020,96682689,90,1,21.51,21.51,Completed,South Korea,Social Media,1.5,Mobile,Smart Phone,Android,5,3,21.51
8963,Male,2/23/2020,17027812,65,3,38.95,116.85,Completed,Italy,Social Media,6.05,Computer,Laptop,Linux,4,5,116.85
2281,Male,2/23/2020,44348277,35,1,78.78,78.78,Completed,Turkey,Organic Search,4.58,Computer,Laptop,Windows,4,5,78.78
8079,Female,2/24/2020,28563829,38,1,26.03,26.03,Returned,South Korea,Organic Search,4.94,Computer,Laptop,Linux,0,0,0
4263,Female,2/25/2020,60744099,14,3,89.76,269.28,Cancelled,China,Paid Advertisment,8.08,Computer,Laptop,Windows,0,0,0
1961,Female,2/26/2020,37607649,44,3,52.78,158.34,Completed,Germany,Social Media,5.47,Computer,Desktop,Windows,5,4,158.34
2043,Male,2/26/2020,66376662,92,3,58.5,175.5,Completed,United States,Paid Advertisment,8.73,Computer,Laptop,Windows,5,4,175.5
9631,Male,2/27/2020,61343926,4,1,32.43,32.43,Cancelled,India,Organic Search,4.05,Computer,Laptop,Windows,0,0,0
6978,Male,2/28/2020,12605888,47,3,64.64,193.92,Completed,Belgium,Organic Search,5.2,Computer,Laptop,Windows,4,4,193.92
6110,Female,2/28/2020,60697833,47,2,64.64,129.28,Completed,Japan,Social Media,4.81,Computer,Laptop,Windows,3,3,129.28
4164,Male,2/28/2020,39044979,23,3,95.72,287.16,Completed,France,Organic Search,2.98,Mobile,Tablet,Android,5,5,287.16
4129,Male,2/29/2020,38853293,25,1,11.29,11.29,Completed,Canada,Social Media,5.93,Mobile,Smart Phone,iOS,4,4,11.29
1891,Female,3/01/2020,40885681,80,1,77.64,77.64,In Process,Belgium,Organic Search,4.7,Mobile,Smart Phone,Android,0,0,0
5663,Female,3/01/2020,78095068,7,2,59.68,119.36,Completed,Netherlands,Organic Search,4.55,Mobile,Smart Phone,Android,4,5,119.36
9610,Female,3/02/2020,13367408,87,1,50.56,50.56,In Process,Germany,Social Media,4.3,Computer,Desktop,Windows,0,0,0
6698,Male,3/02/2020,24553884,37,2,11.5,23,Returned,India,Organic Search,9.2,Computer,Laptop,Windows,0,0,0
4857,Male,3/02/2020,60344073,3,3,97.19,291.57,Completed,Germany,Paid Advertisment,4.65,Computer,Laptop,Windows,5,3,291.57
5191,Female,3/03/2020,75553272,83,3,1.22,3.66,Returned,United States,Social Media,1.02,Mobile,Tablet,Windows,0,0,0
3382,Male,3/04/2020,32757276,61,1,70.34,70.34,In Process,United Kingdom,Organic Search,0.68,Computer,Desktop,Windows,0,0,0
8694,Male,3/04/2020,31937896,36,1,48.16,48.16,Completed,Vietnam,Organic Search,8.68,Computer,Laptop,Windows,3,4,48.16
1180,Female,3/04/2020,92026202,100,1,98.59,98.59,Completed,Germany,Organic Search,7.08,Mobile,Tablet,Android,5,4,98.59
9227,Female,3/04/2020,25631234,69,2,96.47,192.94,Completed,Argentina,Social Media,1.82,Computer,Laptop,Windows,5,4,192.94
5702,Female,3/05/2020,87692577,49,1,99.72,99.72,Completed,France,Organic Search,3.08,Computer,Desktop,Windows,5,4,99.72
6205,Male,3/06/2020,46524612,74,3,33.51,100.53,Completed,Japan,Social Media,6.72,Computer,Desktop,Mac,4,5,100.53
1578,Female,3/06/2020,56855419,14,2,89.76,179.52,Cancelled,United States,Social Media,1.26,Computer,Desktop,Windows,0,0,0
3866,Male,3/06/2020,50761927,49,1,99.72,99.72,Completed,United States,Paid Advertisment,1.42,Computer,Laptop,Windows,4,4,99.72
3016,Male,3/07/2020,97676232,56,2,87.34,174.68,Completed,Australia,Organic Search,0.77,Computer,Desktop,Windows,5,4,174.68
6071,Male,3/07/2020,19657739,54,1,90.78,90.78,Cancelled,India,Social Media,7.67,Computer,Laptop,Windows,0,0,0
7668,Male,3/08/2020,44180771,15,1,6.32,6.32,In Process,Brazil,Organic Search,3.12,Computer,Laptop,Windows,0,0,0
5650,Female,3/08/2020,91174610,62,1,81.46,81.46,Completed,India,Paid Advertisment,2.4,Computer,Laptop,Windows,5,3,81.46
3427,Female,3/09/2020,82120138,60,1,91.28,91.28,Cancelled,Netherlands,Social Media,8.79,Computer,Laptop,Linux,0,0,0
2869,Male,3/10/2020,32651316,21,2,98.91,197.82,Completed,United States,Paid Advertisment,3.51,Mobile,Smart Phone,Android,5,4,197.82
7120,Male,3/10/2020,31420229,75,2,32.34,64.68,Completed,South Korea,Organic Search,9.46,Computer,Desktop,Mac,5,5,64.68
2974,Male,3/11/2020,41486838,53,1,7.51,7.51,Completed,United States,Social Media,2.68,Computer,Desktop,Windows,3,3,7.51
7432,Male,3/11/2020,13488361,42,3,74.77,224.31,Cancelled,Japan,Organic Search,0.76,Computer,Desktop,Windows,0,0,0
7068,Female,3/12/2020,93215640,58,3,74.55,223.65,Completed,Japan,Social Media,6.36,Mobile,Smart Phone,Windows,5,4,223.65
9038,Male,3/13/2020,30619706,65,2,38.95,77.9,Completed,Australia,Social Media,3.64,Mobile,Tablet,Windows,4,5,77.9
9009,Male,3/13/2020,45193111,11,3,4.31,12.93,Cancelled,Germany,Organic Search,6.46,Mobile,Smart Phone,Android,0,0,0
9680,Male,3/14/2020,71832840,26,2,34.43,68.86,In Process,Nigeria,Organic Search,7,Computer,Desktop,Windows,0,0,0
4391,Male,3/15/2020,80562205,58,3,74.55,223.65,Returned,Indonesia,Organic Search,7.4,Computer,Laptop,Windows,0,0,0
8684,Male,3/16/2020,12588053,32,2,91.37,182.74,In Process,Philippines,Social Media,8.55,Computer,Laptop,Windows,0,0,0
9670,Female,3/16/2020,59211350,89,1,37.61,37.61,Completed,United States,Social Media,6.28,Mobile,Tablet,Windows,5,2,37.61
7882,Male,3/16/2020,84327477,62,3,81.46,244.38,Completed,Germany,Social Media,1.79,Computer,Desktop,Mac,2,5,244.38
9317,Female,3/17/2020,35729237,27,1,72.93,72.93,Completed,India,Social Media,7.18,Computer,Laptop,Windows,4,4,72.93
7092,Male,3/18/2020,86447035,65,3,38.95,116.85,Completed,China,Organic Search,5.16,Computer,Laptop,Windows,3,5,116.85
6906,Female,3/19/2020,97770346,94,1,17.63,17.63,Cancelled,United States,Social Media,3.76,Computer,Laptop,Windows,0,0,0
7603,Male,3/19/2020,61271040,81,1,52.96,52.96,Completed,United States,Social Media,6.6,Computer,Desktop,Mac,5,3,52.96
7129,Female,3/20/2020,81128569,52,2,20.15,40.3,Completed,Australia,Organic Search,6.78,Computer,Desktop,Windows,5,5,40.3
1465,Male,3/21/2020,27677967,87,1,50.56,50.56,Completed,South Korea,Social Media,9.44,Mobile,Smart Phone,Windows,4,5,50.56
7226,Female,3/21/2020,99095410,28,2,5.32,10.64,In Process,United States,Social Media,4.16,Computer,Laptop,Windows,0,0,0
9828,Female,3/22/2020,40109801,100,1,98.59,98.59,Completed,Turkey,Social Media,4.3,Computer,Laptop,Windows,5,4,98.59
8047,Male,3/22/2020,41805272,33,1,28.56,28.56,Completed,China,Social Media,2.06,Computer,Laptop,Windows,4,5,28.56
7052,Female,3/22/2020,92243445,87,3,50.56,151.68,Completed,India,Organic Search,9.11,Computer,Desktop,Windows,4,4,151.68
4866,Male,3/22/2020,42180823,78,2,19.66,39.32,Completed,Spain,Social Media,7.75,Computer,Desktop,Mac,5,5,39.32
4314,Male,3/23/2020,16231322,41,3,32.33,96.99,In Process,Spain,Social Media,0.77,Mobile,Smart Phone,Android,0,0,0
9908,Male,3/23/2020,28538589,65,3,38.95,116.85,Completed,United Kingdom,Organic Search,5.56,Computer,Laptop,Linux,5,5,116.85
7144,Male,3/24/2020,39814268,16,1,39.33,39.33,Completed,Italy,Organic Search,5.65,Mobile,Smart Phone,Windows,2,4,39.33
7061,Male,3/25/2020,23113723,60,1,91.28,91.28,Cancelled,Brazil,Social Media,8.42,Computer,Desktop,Windows,0,0,0
1238,Male,3/25/2020,97157160,84,2,32.88,65.76,Completed,Germany,Organic Search,8.35,Mobile,Smart Phone,Android,5,5,65.76
1531,Male,3/25/2020,76511399,19,2,13.2,26.4,Completed,China,Social Media,3.78,Computer,Laptop,Windows,4,5,26.4
2394,Female,3/26/2020,96773798,52,2,20.15,40.3,Completed,Japan,Organic Search,7.82,Computer,Desktop,Windows,5,5,40.3
6577,Male,3/27/2020,68882869,4,3,32.43,97.29,Returned,Russia,Social Media,1.51,Computer,Laptop,Windows,0,0,0
3053,Female,3/27/2020,70882942,69,2,96.47,192.94,Completed,Indonesia,Social Media,2.95,Mobile,Smart Phone,Android,4,4,192.94
8793,Male,3/27/2020,26328603,58,3,74.55,223.65,Returned,Italy,Social Media,9.7,Computer,Desktop,Windows,0,0,0
2155,Male,3/28/2020,84253182,82,1,5.82,5.82,Cancelled,Italy,Social Media,0.12,Mobile,Tablet,Windows,0,0,0
1316,Male,3/29/2020,65692151,85,2,68.31,136.62,Completed,Germany,Organic Search,3.16,Computer,Desktop,Windows,4,5,136.62
4939,Male,3/29/2020,73466104,22,1,41.48,41.48,Returned,United States,Organic Search,5.82,Computer,Laptop,Linux,0,0,0
4107,Male,3/30/2020,90509007,54,1,90.78,90.78,Completed,Egypt,Paid Advertisment,5.33,Computer,Laptop,Linux,3,4,90.78
1614,Male,3/30/2020,53262334,95,3,50.48,151.44,Completed,Mexico,Social Media,7.05,Computer,Laptop,Windows,4,5,151.44
1255,Female,3/31/2020,72773778,29,1,1.91,1.91,Completed,United Kingdom,Organic Search,1.43,Computer,Desktop,Mac,4,4,1.91
5154,Female,3/31/2020,48979149,99,2,36.83,73.66,Completed,United States,Social Media,0.3,Computer,Desktop,Linux,5,4,73.66
6331,Male,4/01/2020,55271207,79,2,33.28,66.56,Returned,Russia,Organic Search,1.08,Mobile,Tablet,iOS,0,0,0
7577,Male,4/02/2020,94257526,20,2,81.89,163.78,In Process,Italy,Organic Search,1.76,Computer,Laptop,Windows,0,0,0
2392,Female,4/02/2020,37948965,41,3,32.33,96.99,Completed,Nigeria,Social Media,1.44,Computer,Desktop,Windows,4,4,96.99
3138,Female,4/02/2020,14600585,33,3,28.56,85.68,Completed,Italy,Organic Search,1.32,Mobile,Smart Phone,Windows,5,3,85.68
7842,Male,4/02/2020,77894157,70,1,63.88,63.88,Cancelled,United States,Social Media,8.51,Computer,Laptop,Windows,0,0,0
1512,Female,4/02/2020,70709142,71,1,57.53,57.53,Returned,Mexico,Social Media,1.88,Computer,Desktop,Windows,0,0,0
8235,Male,4/03/2020,69589407,90,2,21.51,43.02,Completed,Mexico,Organic Search,6.42,Computer,Laptop,Windows,5,5,43.02
2211,Male,4/04/2020,18716998,9,3,73.83,221.49,Completed,South Korea,Social Media,9.84,Computer,Laptop,Linux,4,5,221.49
5380,Female,4/05/2020,29425526,11,3,4.31,12.93,Completed,Taiwan,Social Media,9.45,Computer,Laptop,Windows,4,5,12.93
9831,Male,4/05/2020,86972288,65,2,38.95,77.9,Completed,Spain,Paid Advertisment,9.6,Computer,Laptop,Linux,5,4,77.9
5075,Male,4/06/2020,79714735,19,3,13.2,39.6,Completed,Germany,Organic Search,0.72,Computer,Laptop,Windows,5,4,39.6
4417,Male,4/06/2020,75192496,41,2,32.33,64.66,Cancelled,France,Social Media,1.86,Mobile,Tablet,Windows,0,0,0
2132,Male,4/07/2020,45803089,59,2,79.57,159.14,Completed,Spain,Social Media,6.88,Computer,Desktop,Windows,5,5,159.14
8528,Male,4/07/2020,40796296,66,2,56.01,112.02,In Process,Egypt,Organic Search,9.47,Computer,Laptop,Windows,0,0,0
6843,Male,4/08/2020,29431783,86,2,93.47,186.94,Completed,India,Organic Search,6.95,Computer,Desktop,Mac,5,5,186.94
4391,Male,4/08/2020,61830591,7,1,59.68,59.68,Returned,Mexico,Social Media,5.05,Computer,Desktop,Windows,0,0,0
9299,Female,4/09/2020,98594263,91,2,67.48,134.96,Completed,Saudi Arabia,Organic Search,5.29,Computer,Desktop,Windows,4,3,134.96
2612,Male,4/09/2020,18168829,70,3,63.88,191.64,Completed,Canada,Organic Search,6.02,Mobile,Smart Phone,Windows,5,4,191.64
9193,Female,4/09/2020,98777530,100,2,98.59,197.18,Completed,China,Organic Search,3.88,Computer,Desktop,Windows,5,5,197.18
4637,Male,4/10/2020,17548983,20,2,81.89,163.78,Completed,France,Organic Search,4.89,Computer,Desktop,Linux,5,5,163.78
3242,Female,4/11/2020,47888147,21,3,98.91,296.73,Cancelled,Japan,Organic Search,3.46,Computer,Desktop,Windows,0,0,0
4525,Male,4/12/2020,93921661,77,1,20.4,20.4,Completed,Canada,Social Media,0.11,Computer,Laptop,Windows,5,5,20.4
7338,Female,4/12/2020,97136132,95,3,50.48,151.44,Completed,Canada,Social Media,4.92,Computer,Desktop,Windows,4,4,151.44
7041,Male,4/13/2020,71543935,99,2,36.83,73.66,Completed,United States,Organic Search,5.32,Computer,Laptop,Windows,4,5,73.66
8766,Female,4/13/2020,14007349,55,1,73.53,73.53,Completed,Turkey,Paid Advertisment,2.82,Computer,Laptop,Windows,4,4,73.53
1512,Female,4/13/2020,52303697,35,3,78.78,236.34,Completed,Nigeria,Organic Search,7.88,Computer,Laptop,Windows,5,5,236.34
8565,Male,4/13/2020,18565107,74,3,33.51,100.53,In Process,United Kingdom,Organic Search,4.94,Computer,Laptop,Windows,0,0,0
7654,Male,4/14/2020,43950376,78,1,19.66,19.66,Cancelled,Egypt,Organic Search,9.32,Mobile,Tablet,Windows,0,0,0
5802,Female,4/14/2020,73196469,97,2,56.74,113.48,Completed,India,Organic Search,6.76,Computer,Laptop,Windows,4,5,113.48
3914,Male,4/14/2020,85629013,89,3,37.61,112.83,Cancelled,Russia,Social Media,7.55,Computer,Laptop,Windows,0,0,0
6361,Male,4/15/2020,88763766,92,1,58.5,58.5,Returned,France,Organic Search,2.87,Computer,Laptop,Linux,0,0,0
3039,Male,4/16/2020,32631908,7,2,59.68,119.36,Completed,India,Social Media,9.43,Computer,Laptop,Windows,4,3,119.36
4072,Male,4/16/2020,88123603,38,2,26.03,52.06,Completed,United States,Social Media,8.03,Computer,Laptop,Windows,4,5,52.06
5931,Female,4/16/2020,91708498,65,3,38.95,116.85,Completed,Australia,Social Media,3.32,Computer,Desktop,Windows,5,5,116.85
3602,Female,4/16/2020,58242469,32,1,91.37,91.37,Completed,Japan,Paid Advertisment,3.41,Mobile,Tablet,Windows,5,4,91.37
8354,Female,4/17/2020,90071756,99,1,36.83,36.83,In Process,Germany,Social Media,9.92,Computer,Desktop,Windows,0,0,0
8523,Male,4/17/2020,91437564,17,2,18.86,37.72,Completed,Mexico,Social Media,1.8,Computer,Laptop,Windows,5,4,37.72
7235,Male,4/18/2020,61129659,100,1,98.59,98.59,Returned,Philippines,Organic Search,0.3,Mobile,Tablet,Windows,0,0,0
8412,Female,4/18/2020,12348817,33,1,28.56,28.56,Completed,Japan,Social Media,1.77,Computer,Desktop,Windows,5,5,28.56
6410,Female,4/19/2020,51381860,58,2,74.55,149.1,Completed,United States,Paid Advertisment,0.42,Mobile,Smart Phone,Android,3,3,149.1
1867,Female,4/19/2020,79950923,92,3,58.5,175.5,Completed,Poland,Organic Search,9.07,Computer,Laptop,Windows,5,5,175.5
7430,Female,4/20/2020,80969636,52,1,20.15,20.15,Cancelled,Russia,Social Media,2.22,Mobile,Smart Phone,Android,0,0,0
3971,Male,4/20/2020,19337793,58,2,74.55,149.1,Completed,United States,Social Media,6.73,Computer,Desktop,Windows,4,4,149.1
3693,Female,4/20/2020,91689162,42,1,74.77,74.77,Completed,Germany,Social Media,9.17,Computer,Desktop,Windows,5,3,74.77
2127,Female,4/20/2020,40159452,52,3,20.15,60.45,Completed,Iran,Social Media,2.49,Mobile,Tablet,Android,3,5,60.45
2265,Male,4/21/2020,70139195,51,3,50.59,151.77,Completed,Egypt,Organic Search,4.17,Computer,Desktop,Windows,4,4,151.77
6653,Male,4/21/2020,16433171,47,1,64.64,64.64,Completed,Spain,Organic Search,0.41,Computer,Laptop,Windows,5,2,64.64
5057,Female,4/21/2020,22029087,76,3,76.67,230.01,Completed,Russia,Organic Search,9.73,Computer,Desktop,Linux,5,5,230.01
3900,Male,4/22/2020,41683819,57,3,13.08,39.24,In Process,Germany,Social Media,6.32,Computer,Desktop,Windows,0,0,0
4003,Male,4/23/2020,39747720,39,1,41.61,41.61,Returned,Netherlands,Organic Search,6.42,Computer,Desktop,Mac,0,0,0
7335,Male,4/23/2020,90328252,75,1,32.34,32.34,Completed,Egypt,Social Media,8.6,Mobile,Tablet,Android,4,5,32.34
4367,Male,4/24/2020,35154111,9,1,73.83,73.83,In Process,Indonesia,Social Media,8.25,Computer,Desktop,Windows,0,0,0
8606,Female,4/24/2020,56859599,79,3,33.28,99.84,Cancelled,Russia,Social Media,2.54,Mobile,Smart Phone,Android,0,0,0
9780,Female,4/25/2020,34835787,27,1,72.93,72.93,In Process,United Kingdom,Social Media,6.21,Computer,Laptop,Windows,0,0,0
4189,Male,4/25/2020,35391585,12,3,86.11,258.33,Cancelled,India,Social Media,2.29,Mobile,Tablet,iOS,0,0,0
5686,Female,4/26/2020,35055437,47,1,64.64,64.64,In Process,China,Social Media,1.23,Computer,Desktop,Windows,0,0,0
5149,Female,4/27/2020,90919228,88,2,40.95,81.9,Completed,Japan,Organic Search,6.3,Computer,Laptop,Windows,3,5,81.9
5718,Male,4/27/2020,16188628,48,2,31.26,62.52,In Process,Germany,Social Media,2.28,Mobile,Smart Phone,Android,0,0,0
5474,Male,4/27/2020,15433860,93,2,67.46,134.92,Cancelled,Spain,Social Media,5.3,Computer,Laptop,Windows,0,0,0
7681,Male,4/28/2020,91756513,94,2,17.63,35.26,In Process,Japan,Social Media,9.84,Mobile,Tablet,Android,0,0,0
2771,Female,4/29/2020,13714696,70,2,63.88,127.76,Cancelled,Japan,Organic Search,9.01,Computer,Laptop,Windows,0,0,0
4076,Female,4/29/2020,82819153,95,2,50.48,100.96,Cancelled,South Korea,Organic Search,5.14,Computer,Laptop,Windows,0,0,0
8928,Male,4/29/2020,33822437,79,3,33.28,99.84,Completed,Canada,Paid Advertisment,6.49,Mobile,Tablet,Windows,5,5,99.84
8085,Female,4/30/2020,34367220,4,1,32.43,32.43,Completed,India,Social Media,3.95,Computer,Laptop,Linux,5,4,32.43
1132,Female,4/30/2020,56863220,97,3,56.74,170.22,Completed,Switzerland,Organic Search,2.32,Mobile,Tablet,Windows,5,3,170.22
8709,Male,5/01/2020,88262684,60,1,91.28,91.28,Completed,Japan,Organic Search,6.23,Mobile,Smart Phone,Android,3,3,91.28
2328,Female,5/01/2020,64994812,26,3,34.43,103.29,Completed,Egypt,Organic Search,1.13,Computer,Laptop,Windows,3,5,103.29
5022,Male,5/02/2020,91893663,13,1,41.29,41.29,Completed,Canada,Organic Search,3.72,Computer,Laptop,Windows,5,5,41.29
7096,Male,5/03/2020,19857032,46,2,9.88,19.76,Cancelled,Nigeria,Social Media,3.6,Computer,Desktop,Windows,0,0,0
4751,Female,5/04/2020,64365148,82,2,5.82,11.64,Completed,India,Organic Search,1.85,Mobile,Smart Phone,Android,4,3,11.64
7452,Male,5/04/2020,89712454,71,1,57.53,57.53,Returned,Thailand,Organic Search,9.79,Computer,Desktop,Windows,0,0,0
9552,Female,5/05/2020,75433294,96,1,36.96,36.96,Cancelled,United States,Organic Search,0.53,Mobile,Tablet,Android,0,0,0
8991,Female,5/05/2020,81163274,14,2,89.76,179.52,Completed,Canada,Social Media,1.66,Mobile,Smart Phone,Android,5,5,179.52
3454,Male,5/05/2020,17466862,28,1,5.32,5.32,Cancelled,Spain,Social Media,7.02,Computer,Laptop,Windows,0,0,0
1556,Male,5/06/2020,13081822,73,2,30.57,61.14,Completed,Taiwan,Organic Search,5.75,Computer,Laptop,Windows,4,4,61.14
2878,Female,5/06/2020,96590051,32,1,91.37,91.37,Completed,India,Social Media,0.56,Computer,Laptop,Windows,4,4,91.37
2255,Male,5/07/2020,17789299,32,1,91.37,91.37,In Process,Indonesia,Paid Advertisment,5.53,Computer,Laptop,Windows,0,0,0
9600,Male,5/07/2020,72785075,65,2,38.95,77.9,Cancelled,United Kingdom,Paid Advertisment,2.24,Computer,Laptop,Windows,0,0,0
8603,Male,5/07/2020,35664144,35,2,78.78,157.56,Completed,Germany,Paid Advertisment,3.83,Mobile,Tablet,Android,4,4,157.56
2968,Male,5/08/2020,91869183,40,3,89.85,269.55,Completed,Japan,Organic Search,4.75,Mobile,Smart Phone,Windows,3,3,269.55
5544,Male,5/09/2020,56012993,98,2,85.04,170.08,Completed,Australia,Social Media,0.93,Computer,Desktop,Windows,4,3,170.08
5594,Female,5/09/2020,88772103,14,1,89.76,89.76,Completed,Japan,Social Media,1.66,Computer,Desktop,Windows,5,4,89.76
6096,Male,5/10/2020,68123984,81,3,52.96,158.88,Completed,Spain,Organic Search,1.51,Computer,Laptop,Windows,5,4,158.88
8041,Female,5/11/2020,59628682,69,1,96.47,96.47,Completed,United States,Social Media,7.08,Computer,Desktop,Windows,3,4,96.47
7186,Male,5/11/2020,90348999,58,1,74.55,74.55,Completed,Japan,Social Media,1.9,Mobile,Tablet,Android,5,5,74.55
3445,Female,5/12/2020,66754928,81,1,52.96,52.96,Completed,Brazil,Organic Search,3.12,Mobile,Tablet,iOS,5,3,52.96
2482,Male,5/13/2020,61277010,44,1,52.78,52.78,Cancelled,Poland,Social Media,0.56,Mobile,Smart Phone,Android,0,0,0
5218,Female,5/13/2020,79121753,24,2,99.58,199.16,Cancelled,China,Paid Advertisment,6.15,Computer,Laptop,Windows,0,0,0
4617,Male,5/14/2020,30253367,34,2,48.24,96.48,In Process,United Kingdom,Social Media,3.9,Computer,Desktop,Linux,0,0,0
8213,Female,5/15/2020,45639640,3,2,97.19,194.38,Completed,Italy,Organic Search,5.23,Computer,Desktop,Windows,1,4,194.38
1202,Male,5/15/2020,56830490,43,3,30.66,91.98,Completed,Nigeria,Social Media,5.6,Computer,Laptop,Windows,5,5,91.98
2140,Male,5/16/2020,58029371,39,2,41.61,83.22,In Process,Brazil,Paid Advertisment,3.48,Mobile,Tablet,iOS,0,0,0
1650,Female,5/17/2020,12931109,2,2,33.11,66.22,Cancelled,South Korea,Organic Search,4.28,Computer,Desktop,Windows,0,0,0
4465,Male,5/17/2020,31601176,69,1,96.47,96.47,Completed,Italy,Paid Advertisment,0.85,Computer,Laptop,Windows,3,5,96.47
2466,Male,5/18/2020,39398407,66,1,56.01,56.01,Cancelled,United Kingdom,Paid Advertisment,9.55,Mobile,Tablet,Windows,0,0,0
2915,Female,5/19/2020,31836824,78,1,19.66,19.66,Cancelled,United States,Organic Search,3.65,Mobile,Smart Phone,Android,0,0,0
3615,Male,5/20/2020,22366082,44,1,52.78,52.78,Completed,China,Social Media,1.52,Mobile,Tablet,Windows,3,4,52.78
7444,Male,5/20/2020,99627947,20,1,81.89,81.89,Completed,India,Paid Advertisment,4.44,Computer,Desktop,Windows,4,4,81.89
